Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSH,PSD,PSA,WHH,WHD,WHA,AvgH,AvgD,AvgA,pH_raw,pD_raw,pA_raw,ProbH,ProbD,ProbA
15/08/2022,Liverpool,Crystal Palace,1,1,D,1.18,6.75,16.0,1.2,7.09,18.57,1.18,6.5,17.0,1.1866666666666665,6.78,17.19,0.8426966292134832,0.14749262536873156,0.05817335660267597,0.8038217122804888,0.14068855927819765,0.05548972844131355
20/08/2022,Tottenham,Wolves,1,0,H,1.4,4.75,7.5,1.43,4.94,7.95,1.38,4.6,8.5,1.4033333333333333,4.763333333333334,7.983333333333333,0.7125890736342043,0.2099370188943317,0.12526096033402923,0.6800895961516259,0.20036229529729496,0.11954810855107913
20/08/2022,Crystal Palace,Aston Villa,3,1,H,2.5,3.25,2.9,2.58,3.19,3.12,2.5,3.2,2.9,2.526666666666667,3.2133333333333334,2.973333333333333,0.39577836411609496,0.3112033195020747,0.336322869955157,0.3793507492711987,0.29828617007009195,0.3223630806587093
20/08/2022,Everton,Nott'm Forest,1,1,D,1.9,3.6,4.0,2.0,3.45,4.27,1.91,3.5,4.0,1.9366666666666665,3.516666666666667,4.09,0.5163511187607573,0.2843601895734597,0.24449877750611249,0.4940165864794738,0.2720603191891699,0.23392309433135638
20/08/2022,Fulham,Brentford,3,2,H,2.45,3.4,2.9,2.52,3.53,2.93,2.4,3.4,2.88,2.456666666666667,3.4433333333333334,2.9033333333333338,0.4070556309362279,0.2904162633107454,0.3444316877152698,0.3906845489192098,0.27873621737992027,0.33057923370086983
20/08/2022,Leicester,Southampton,1,2,A,1.83,4.0,4.0,1.86,4.09,4.12,1.85,3.75,3.9,1.846666666666667,3.9466666666666668,4.006666666666667,0.5415162454873645,0.2533783783783784,0.24958402662229617,0.5184560213215824,0.2425883748413486,0.23895560383706882
20/08/2022,Bournemouth,Arsenal,0,3,A,8.0,4.75,1.4,7.55,4.8,1.46,8.0,4.5,1.4,7.8500000000000005,4.683333333333334,1.42,0.12738853503184713,0.21352313167259784,0.7042253521126761,0.12188692270801449,0.2043015679554264,0.673811509336559
21/08/2022,Leeds,Chelsea,3,0,H,5.75,4.5,1.53,6.23,4.6,1.54,5.25,4.33,1.57,5.743333333333333,4.476666666666667,1.5466666666666669,0.17411491584445735,0.22338049143708116,0.6465517241379309,0.16676921051230087,0.2139563288999958,0.6192744605877033
21/08/2022,West Ham,Brighton,0,2,A,2.3,3.4,3.1,2.34,3.52,3.22,2.25,3.4,3.1,2.2966666666666664,3.44,3.14,0.4354136429608128,0.29069767441860467,0.3184713375796178,0.41683024401538443,0.27829073461879833,0.30487902136581724
21/08/2022,Newcastle,Man City,3,3,D,7.5,5.0,1.36,9.43,5.22,1.37,9.0,4.8,1.35,8.643333333333333,5.006666666666667,1.36,0.11569610489780179,0.19973368841544606,0.7352941176470588,0.11011085185266375,0.19009150389744148,0.6997976442498948
22/08/2022,Man United,Liverpool,2,1,H,5.25,4.33,1.6,5.39,4.35,1.64,5.25,4.33,1.57,5.296666666666667,4.336666666666667,1.6033333333333335,0.18879798615481433,0.23059185242121444,0.6237006237006236,0.18099866980160406,0.22106601561471856,0.5979353145836774
27/08/2022,Southampton,Man United,0,1,A,4.2,4.0,1.8,4.31,4.0,1.85,4.2,4.0,1.75,4.236666666666667,4.0,1.8,0.2360346184107002,0.25,0.5555555555555556,0.2266098743154493,0.24001762521244674,0.5333725004721039
27/08/2022,Brentford,Everton,1,1,D,2.0,3.5,3.75,2.1,3.49,3.84,2.05,3.4,3.6,2.05,3.4633333333333334,3.73,0.48780487804878053,0.28873917228103946,0.2680965147453083,0.46695954030245673,0.27640049786911536,0.25663996182842796
27/08/2022,Brighton,Leeds,1,0,H,1.9,3.8,3.8,1.93,3.72,4.24,1.85,3.7,4.0,1.8933333333333333,3.7399999999999998,4.013333333333333,0.528169014084507,0.26737967914438504,0.24916943521594687,0.5055612606921412,0.2559347558584102,0.2385039834494487
27/08/2022,Chelsea,Leicester,2,1,H,1.4,5.0,7.0,1.45,4.86,7.66,1.4,4.75,7.5,1.4166666666666667,4.87,7.386666666666667,0.7058823529411764,0.2053388090349076,0.13537906137184116,0.6744527061948824,0.19619603020727244,0.12935126359784524
27/08/2022,Liverpool,Bournemouth,9,0,H,1.1,10.0,26.0,1.13,10.48,23.11,1.1,9.5,21.0,1.11,9.993333333333334,23.37,0.9009009009009008,0.1000667111407605,0.042789901583226354,0.8631323742735446,0.09587160794966323,0.04099601777679224
27/08/2022,Man City,Crystal Palace,4,2,H,1.18,7.5,13.0,1.2,7.5,16.26,1.18,7.0,15.0,1.1866666666666665,7.333333333333333,14.753333333333336,0.8426966292134832,0.13636363636363638,0.06778129236330771,0.8049896594394074,0.1302619630729223,0.06474837748767034
27/08/2022,Arsenal,Fulham,2,1,H,1.3,5.75,9.0,1.33,5.83,9.75,1.29,5.5,9.5,1.3066666666666666,5.6933333333333325,9.416666666666666,0.7653061224489796,0.17564402810304452,0.10619469026548674,0.7308503013312863,0.16773613473177065,0.1014135639369431
28/08/2022,Aston Villa,West Ham,0,1,A,2.3,3.4,3.1,2.41,3.41,3.18,2.25,3.4,3.1,2.32,3.4033333333333338,3.126666666666667,0.4310344827586207,0.2938295788442703,0.3198294243070362,0.4125942092796626,0.2812591279712489,0.30614666274908864
28/08/2022,Wolves,Newcastle,1,1,D,2.7,3.3,2.7,2.76,3.32,2.79,2.7,3.25,2.62,2.72,3.2899999999999996,2.703333333333333,0.3676470588235294,0.30395136778115506,0.36991368680641185,0.3529935505209194,0.29183661319662646,0.35516983628245413
28/08/2022,Nott'm Forest,Tottenham,0,2,A,7.0,4.6,1.44,7.15,4.63,1.49,7.0,4.4,1.44,7.05,4.543333333333334,1.4566666666666663,0.14184397163120568,0.22010271460014671,0.6864988558352404,0.13528978467648095,0.20993242449798763,0.6547777908255314
30/08/2022,Crystal Palace,Brentford,1,1,D,2.05,3.4,3.6,2.11,3.47,3.83,2.05,3.4,3.6,2.07,3.4233333333333333,3.6766666666666663,0.48309178743961356,0.2921129503407984,0.271985494106981,0.461321900003706,0.27894926962249406,0.2597288303738
30/08/2022,Fulham,Brighton,2,1,H,3.1,3.3,2.3,3.26,3.44,2.36,3.2,3.2,2.3,3.186666666666666,3.313333333333334,2.32,0.3138075313807532,0.3018108651911468,0.4310344827586207,0.2998200621981535,0.2883581282308195,0.4118218095710269
30/08/2022,Southampton,Chelsea,2,1,H,5.25,4.0,1.61,5.28,4.24,1.67,5.25,4.0,1.62,5.260000000000001,4.08,1.6333333333333335,0.19011406844106463,0.24509803921568626,0.6122448979591836,0.18150059374443933,0.23399341252346836,0.5845059937320923
30/08/2022,Leeds,Everton,1,1,D,2.15,3.5,3.3,2.16,3.61,3.53,2.1,3.4,3.4,2.1366666666666667,3.5033333333333334,3.41,0.46801872074882994,0.2854424357754519,0.29325513196480935,0.4471304458483237,0.2727027742995009,0.2801667798521754
31/08/2022,Arsenal,Aston Villa,2,1,H,1.45,4.5,6.0,1.5,4.67,6.97,1.44,4.4,7.0,1.4633333333333336,4.523333333333333,6.656666666666666,0.6833712984054668,0.2210759027266028,0.15022533800701052,0.647946422273682,0.20961568119244398,0.14243789653387404
31/08/2022,Bournemouth,Wolves,0,0,D,3.5,3.3,2.15,3.52,3.43,2.24,3.5,3.4,2.1,3.5066666666666664,3.376666666666667,2.1633333333333336,0.285171102661597,0.29615004935834155,0.4622496147919876,0.2732647480465414,0.28378530596738544,0.44294994598607307
31/08/2022,Man City,Nott'm Forest,6,0,H,1.06,13.0,29.0,1.08,13.43,31.06,1.06,12.0,29.0,1.0666666666666667,12.81,29.686666666666667,0.9375,0.078064012490242,0.03368515607455648,0.8934960618385305,0.07439988024676808,0.0321040579147013
31/08/2022,West Ham,Tottenham,1,1,D,3.6,3.8,1.95,3.67,3.84,2.04,3.7,3.6,1.95,3.6566666666666663,3.7466666666666666,1.9800000000000002,0.27347310847766637,0.26690391459074736,0.505050505050505,0.2615897335033237,0.25530599435333284,0.4831042721433435
31/08/2022,Liverpool,Newcastle,2,1,H,1.33,5.25,9.0,1.33,5.89,9.75,1.29,5.5,10.0,1.3166666666666667,5.546666666666667,9.583333333333334,0.759493670886076,0.18028846153846154,0.10434782608695652,0.7273938121350392,0.17266860324119018,0.0999375846237706
01/09/2022,Leicester,Man United,0,1,A,3.4,3.75,2.05,3.45,3.86,2.11,3.3,3.7,2.05,3.383333333333333,3.7699999999999996,2.07,0.2955665024630542,0.26525198938992045,0.48309178743961356,0.2831340090485042,0.2540946235050679,0.462771367446428
03/09/2022,Everton,Liverpool,0,0,D,7.0,4.75,1.4,8.08,5.21,1.41,8.0,4.75,1.38,7.6933333333333325,4.903333333333333,1.3966666666666665,0.12998266897746968,0.20394289598912305,0.7159904534606206,0.12380292013468397,0.19424686585373935,0.6819502140115766
03/09/2022,Brentford,Leeds,5,2,H,2.1,3.5,3.4,2.21,3.59,3.44,2.15,3.5,3.2,2.1533333333333338,3.53,3.3466666666666662,0.4643962848297213,0.28328611898017,0.29880478087649404,0.44376681494565373,0.2707019475494734,0.28553123750487286
03/09/2022,Chelsea,West Ham,2,1,H,1.55,4.5,5.5,1.58,4.37,6.17,1.53,4.2,5.8,1.5533333333333335,4.3566666666666665,5.823333333333333,0.6437768240343347,0.22953328232593728,0.17172295363480253,0.6160348879655242,0.219642125319001,0.1643229867154747
03/09/2022,Newcastle,Crystal Palace,0,0,D,2.0,3.5,3.75,2.1,3.44,3.89,2.0,3.4,3.7,2.033333333333333,3.4466666666666668,3.78,0.49180327868852464,0.2901353965183752,0.2645502645502646,0.4699555437276256,0.277246500651694,0.25279795562068047
03/09/2022,Nott'm Forest,Bournemouth,2,3,A,1.95,3.5,3.8,2.05,3.51,4.0,2.0,3.4,3.8,2.0,3.47,3.8666666666666667,0.5,0.2881844380403458,0.25862068965517243,0.4776438200113917,0.27529903170685405,0.24705714828175435
03/09/2022,Tottenham,Fulham,2,1,H,1.5,4.5,6.5,1.52,4.63,6.51,1.47,4.33,6.5,1.4966666666666668,4.486666666666666,6.503333333333333,0.6681514476614698,0.22288261515601784,0.1537672988211174,0.6395009350041241,0.21332534904669523,0.14717371594918083
03/09/2022,Wolves,Southampton,1,0,H,2.2,3.4,3.25,2.3,3.41,3.41,2.2,3.4,3.25,2.2333333333333334,3.4033333333333338,3.3033333333333332,0.44776119402985076,0.2938295788442703,0.3027245206861756,0.42876054462760577,0.2813609842316316,0.28987847114076276
03/09/2022,Aston Villa,Man City,1,1,D,8.0,5.5,1.33,9.25,5.98,1.33,9.0,5.25,1.32,8.75,5.576666666666667,1.3266666666666669,0.11428571428571428,0.17931858936043035,0.7537688442211053,0.10911652119250198,0.1712079307413734,0.7196755480661248
04/09/2022,Brighton,Leicester,5,2,H,1.83,3.5,4.5,1.85,3.63,4.85,1.83,3.4,4.5,1.8366666666666667,3.51,4.616666666666666,0.5444646098003629,0.2849002849002849,0.21660649819494587,0.5205348955989183,0.27237865857075405,0.20708644583032781
04/09/2022,Man United,Arsenal,3,1,H,2.5,3.5,2.7,2.7,3.58,2.68,2.5,3.5,2.7,2.566666666666667,3.526666666666667,2.693333333333334,0.3896103896103896,0.2835538752362949,0.37128712871287123,0.3730287421826046,0.27148594657902225,0.3554853112383732
16/09/2022,Aston Villa,Southampton,1,0,H,2.1,3.5,3.5,2.14,3.62,3.6,2.05,3.5,3.5,2.0966666666666667,3.5400000000000005,3.533333333333333,0.4769475357710652,0.28248587570621464,0.2830188679245283,0.45752457469300434,0.27098206919199597,0.27149335611499975
16/09/2022,Nott'm Forest,Fulham,2,3,A,2.75,3.3,2.62,2.82,3.43,2.67,2.75,3.4,2.5,2.7733333333333334,3.376666666666667,2.5966666666666667,0.3605769230769231,0.29615004935834155,0.3851091142490372,0.34609755573401,0.28425781477857487,0.36964462948741506
17/09/2022,Wolves,Man City,0,3,A,9.5,5.0,1.33,9.3,5.52,1.36,9.5,5.25,1.32,9.433333333333334,5.256666666666667,1.336666666666667,0.10600706713780919,0.19023462270133162,0.7481296758104737,0.10150323019615845,0.18215227739703765,0.716344492406804
17/09/2022,Newcastle,Bournemouth,1,1,D,1.44,4.4,7.5,1.49,4.56,7.5,1.44,4.2,7.5,1.4566666666666663,4.386666666666667,7.5,0.6864988558352404,0.22796352583586627,0.13333333333333333,0.6551838741126474,0.21756485789302957,0.12725126799432307
17/09/2022,Tottenham,Leicester,6,2,H,1.45,4.5,7.0,1.52,4.46,7.04,1.47,4.5,6.5,1.4799999999999998,4.486666666666667,6.846666666666667,0.6756756756756758,0.2228826151560178,0.1460564751703992,0.6468180401676632,0.2133634545575352,0.13981850527480155
18/09/2022,Brentford,Arsenal,0,3,A,4.2,3.8,1.8,4.46,3.98,1.83,4.2,3.8,1.78,4.286666666666666,3.8599999999999994,1.8033333333333335,0.23328149300155523,0.2590673575129534,0.55452865064695,0.22283552062465856,0.24746673533964675,0.5296977440356947
18/09/2022,Everton,West Ham,1,0,H,2.9,3.25,2.5,2.96,3.39,2.57,2.9,3.25,2.45,2.92,3.296666666666667,2.506666666666667,0.3424657534246575,0.3033367037411527,0.39893617021276595,0.3278004128974932,0.2903469784612781,0.3818526086412288
01/10/2022,Arsenal,Tottenham,3,1,H,2.05,3.75,3.3,2.13,3.65,3.57,2.05,3.5,3.5,2.0766666666666667,3.6333333333333333,3.4566666666666666,0.48154093097913325,0.27522935779816515,0.28929604628736744,0.4603349853041253,0.263108895270156,0.2765561194257185
01/10/2022,Bournemouth,Brentford,0,0,D,3.3,3.4,2.2,3.45,3.49,2.25,3.3,3.4,2.15,3.35,3.43,2.1999999999999997,0.29850746268656714,0.29154518950437314,0.4545454545454546,0.28576297502508846,0.2790979493685266,0.4351390756063848
01/10/2022,Crystal Palace,Chelsea,1,2,A,4.2,3.6,1.85,4.42,3.56,1.93,4.2,3.6,1.83,4.273333333333333,3.5866666666666664,1.87,0.23400936037441497,0.2788104089219331,0.53475935828877,0.22338108331143816,0.2661473501907656,0.5104715664977962
01/10/2022,Fulham,Newcastle,1,4,A,3.0,3.4,2.37,3.11,3.57,2.38,3.0,3.3,2.35,3.0366666666666666,3.4233333333333333,2.3666666666666667,0.32930845225027444,0.2921129503407984,0.4225352112676056,0.3154426610058847,0.2798133049429026,0.40474403405121256
01/10/2022,Liverpool,Brighton,3,3,D,1.33,5.25,8.5,1.38,5.49,8.42,1.36,5.0,8.0,1.3566666666666667,5.246666666666667,8.306666666666667,0.7371007371007371,0.1905972045743329,0.12038523274478331,0.7032845818832512,0.1818531288605357,0.11486228925621317
01/10/2022,Southampton,Everton,1,2,A,2.15,3.4,3.4,2.23,3.48,3.49,2.15,3.4,3.3,2.1766666666666663,3.4266666666666663,3.396666666666667,0.4594180704441042,0.2918287937743191,0.2944062806673209,0.43935990886758497,0.27908756857055733,0.28155252256185764
01/10/2022,West Ham,Wolves,2,0,H,1.95,3.5,4.2,2.01,3.42,4.31,1.91,3.4,4.2,1.9566666666666668,3.44,4.236666666666667,0.5110732538330494,0.29069767441860467,0.2360346184107002,0.49245569700093816,0.280108036956929,0.2274362660421327
02/10/2022,Man City,Man United,6,3,H,1.33,5.75,7.5,1.37,5.91,7.74,1.33,5.25,8.5,1.3433333333333335,5.636666666666667,7.913333333333334,0.7444168734491314,0.17740981667652275,0.12636899747262004,0.7101888342574756,0.16925257256402285,0.12055859317850154
02/10/2022,Leeds,Aston Villa,0,0,D,2.35,3.4,3.0,2.43,3.44,3.12,2.35,3.4,2.9,2.376666666666667,3.4133333333333336,3.0066666666666664,0.4207573632538569,0.29296875,0.33259423503325947,0.4021305367353887,0.27999909442610565,0.3178703688385058
03/10/2022,Leicester,Nott'm Forest,4,0,H,1.75,4.0,4.33,1.78,4.2,4.48,1.73,3.9,4.4,1.7533333333333332,4.033333333333333,4.403333333333333,0.570342205323194,0.24793388429752067,0.22710068130204392,0.5455853058794777,0.23717179412612005,0.21724289999440216
08/10/2022,Bournemouth,Leicester,2,1,H,3.6,3.4,2.05,3.64,3.7,2.09,3.5,3.6,2.0,3.58,3.5666666666666664,2.0466666666666664,0.27932960893854747,0.28037383177570097,0.488599348534202,0.2664589008093783,0.26745500884978723,0.4660860903408344
08/10/2022,Chelsea,Wolves,3,0,H,1.4,4.5,8.0,1.41,4.92,8.68,1.4,4.5,8.0,1.403333333333333,4.64,8.226666666666667,0.7125890736342044,0.21551724137931036,0.12155591572123177,0.6788746444038514,0.20532056414800387,0.1158047914481448
08/10/2022,Man City,Southampton,4,0,H,1.11,10.0,17.0,1.13,10.77,20.4,1.1,9.0,23.0,1.1133333333333335,9.923333333333334,20.133333333333333,0.8982035928143711,0.10077258985555929,0.049668874172185434,0.8565372877637136,0.09609790195266389,0.047364810283622584
08/10/2022,Newcastle,Brentford,5,1,H,1.83,3.8,4.2,1.81,3.99,4.55,1.78,3.75,4.33,1.8066666666666666,3.8466666666666662,4.36,0.5535055350553506,0.25996533795493937,0.2293577981651376,0.5307732232097773,0.24928863689748637,0.21993813989273642
08/10/2022,Brighton,Tottenham,0,1,A,2.8,3.4,2.5,2.82,3.45,2.65,2.7,3.4,2.5,2.7733333333333334,3.4166666666666665,2.5500000000000003,0.3605769230769231,0.29268292682926833,0.392156862745098,0.34491214719770563,0.2799677136277962,0.3751201391744981
09/10/2022,Crystal Palace,Leeds,2,1,H,2.05,3.5,3.6,2.06,3.68,3.76,2.0,3.6,3.5,2.0366666666666666,3.5933333333333333,3.6199999999999997,0.4909983633387889,0.2782931354359926,0.27624309392265195,0.4696146514598189,0.2661730538422536,0.2642122946979276
09/10/2022,West Ham,Fulham,3,1,H,1.72,3.8,4.75,1.79,3.9,4.82,1.75,3.75,4.5,1.7533333333333332,3.8166666666666664,4.69,0.570342205323194,0.26200873362445415,0.21321961620469082,0.5454841880470662,0.2505892427185649,0.20392656923436872
09/10/2022,Arsenal,Liverpool,3,2,H,2.5,3.6,2.62,2.67,3.69,2.66,2.5,3.6,2.6,2.5566666666666666,3.6300000000000003,2.626666666666667,0.39113428943937417,0.2754820936639118,0.38071065989847713,0.3734595531099217,0.26303349608384746,0.36350695080623086
09/10/2022,Everton,Man United,1,2,A,3.6,3.5,2.05,3.62,3.67,2.11,3.5,3.5,2.05,3.5733333333333337,3.5566666666666666,2.07,0.2798507462686567,0.28116213683223995,0.48309178743961356,0.2680293979757643,0.26928539328024315,0.4626852087439926
10/10/2022,Nott'm Forest,Aston Villa,1,1,D,3.3,3.4,2.2,3.4,3.6,2.22,3.4,3.3,2.15,3.3666666666666667,3.4333333333333336,2.19,0.297029702970297,0.2912621359223301,0.4566210045662101,0.28426265867981754,0.2787429954044813,0.4369943459157013
14/10/2022,Brentford,Brighton,2,0,H,3.1,3.4,2.3,3.32,3.52,2.29,3.2,3.25,2.25,3.206666666666667,3.39,2.28,0.3118503118503118,0.2949852507374631,0.4385964912280702,0.29829802014588397,0.28216587549689326,0.4195361043572229
15/10/2022,Leicester,Crystal Palace,0,0,D,2.3,3.4,3.1,2.38,3.55,3.12,2.25,3.4,3.1,2.31,3.4499999999999997,3.106666666666667,0.4329004329004329,0.2898550724637681,0.32188841201716734,0.4143999938137713,0.27746782194487296,0.3081321842413557
15/10/2022,Fulham,Bournemouth,2,2,D,1.85,3.75,4.0,1.92,3.77,4.23,1.88,3.6,4.0,1.8833333333333335,3.7066666666666666,4.076666666666667,0.5309734513274336,0.2697841726618705,0.2452984464431725,0.507595592947432,0.25790603418642,0.23449837286614802
15/10/2022,Wolves,Nott'm Forest,1,0,H,1.7,3.75,5.0,1.74,3.78,5.41,1.7,3.7,5.0,1.7133333333333332,3.7433333333333336,5.136666666666667,0.5836575875486382,0.26714158504007124,0.1946787800129786,0.5582686713729326,0.2555210125429095,0.18621031608415792
15/10/2022,Tottenham,Everton,2,0,H,1.5,4.5,6.5,1.48,4.67,7.26,1.47,4.2,7.0,1.4833333333333334,4.456666666666667,6.919999999999999,0.6741573033707865,0.22438294689603588,0.14450867052023122,0.6463333501769863,0.2151221696550179,0.13854448016799564
16/10/2022,Aston Villa,Chelsea,0,2,A,4.33,3.75,1.8,4.78,3.65,1.85,4.4,3.6,1.8,4.503333333333333,3.6666666666666665,1.8166666666666667,0.2220577350111029,0.27272727272727276,0.5504587155963303,0.21244589185635893,0.2609221817254008,0.5266319264182402
16/10/2022,Leeds,Arsenal,0,1,A,6.0,4.2,1.55,6.23,4.49,1.56,5.5,4.2,1.57,5.91,4.296666666666667,1.5600000000000003,0.1692047377326565,0.23273855702094645,0.6410256410256409,0.16223372713036452,0.22315003739498548,0.61461623547465
16/10/2022,Man United,Newcastle,0,0,D,1.95,3.8,3.5,2.04,3.71,3.8,1.95,3.7,3.6,1.9800000000000002,3.736666666666667,3.6333333333333333,0.505050505050505,0.26761819803746656,0.27522935779816515,0.48196530168537377,0.2553857173961749,0.26264898091845146
16/10/2022,Southampton,West Ham,1,1,D,2.9,3.4,2.4,3.08,3.42,2.47,2.88,3.4,2.38,2.953333333333333,3.4066666666666667,2.4166666666666665,0.33860045146726864,0.29354207436399216,0.4137931034482759,0.3237297229280774,0.280650229466024,0.39562004760589875
16/10/2022,Liverpool,Man City,1,0,H,3.6,4.0,1.9,4.0,4.11,1.88,3.7,3.9,1.88,3.766666666666667,4.003333333333333,1.8866666666666667,0.2654867256637168,0.24979184013322234,0.5300353356890459,0.25397799195658766,0.23896347286506586,0.5070585351783464
18/10/2022,Brighton,Nott'm Forest,0,0,D,1.4,4.75,7.0,1.39,5.17,8.97,1.4,4.5,8.0,1.3966666666666665,4.806666666666667,7.989999999999999,0.7159904534606206,0.20804438280166435,0.1251564455569462,0.68242127614627,0.19829023211184957,0.11928849174188032
18/10/2022,Crystal Palace,Wolves,2,1,H,2.25,3.1,3.4,2.32,3.21,3.58,2.25,3.2,3.3,2.2733333333333334,3.1700000000000004,3.426666666666667,0.4398826979472141,0.31545741324921134,0.29182879377431903,0.42006852558279834,0.3012478805967071,0.27868359382049457
19/10/2022,Bournemouth,Southampton,0,1,A,2.62,3.3,2.62,2.76,3.4,2.74,2.7,3.25,2.6,2.6933333333333334,3.3166666666666664,2.6533333333333338,0.3712871287128713,0.30150753768844224,0.3768844221105527,0.3537148951297547,0.2872378243867757,0.3590472804834695
